SessionID,UserID,StartTime,EndTime,Genre,DeviceType,SubscriptionType,Region,DurationMinutes,WatchMinutes,CompletionRate,BufferEvents,BitrateMbps,UserRating,PeakHours,PauseCount,VolumeChanges,AdSkips
SSN101899,USR2811,2024-01-22T15:00:25,2024-01-22T16:39:25,Action,Tablet,Standard,US,99,91,,3,3.16,4.3,No,0,3,2
SSN101900,USR3743,2024-06-25T20:57:38,2024-06-25T23:22:38,Comedy,Game Console,Premium,Australia,143,107,0.77,1,4.29,3.8,Yes,0,2,0
SSN101901,USR7601,2024-07-22T01:28:00,2024-07-22T03:09:00,Romance,Game Console,Standard,France,100,105,1,2,4.09,4.8,Yes,0,0,1
SSN101902,USR4499,2024-05-17T12:30:25,2024-05-17T13:56:25,Sci-Fi,Game Console,Standard,Canada,84,72,0.87,0,,2.6,No,1,1,0
SSN101903,USR6103,2024-06-13T10:44:27,2024-06-13T13:18:27,Drama,Smart TV,Premium,Australia,155,50,0.33,3,5.38,,No,1,2,0
SSN101904,USR6032,2024-03-14T09:07:13,2024-03-14T11:17:13,Horror,Tablet,Basic,US,132,101,0.76,1,2.67,4.8,No,2,8,1
SSN101905,USR1223,2024-04-11T03:15:32,2024-04-11T03:43:32,Romance,Smart TV,Premium,Germany,27,29,0.98,0,5.61,2.9,No,1,5,0
SSN101906,USR3727,2024-07-10T03:57:29,2024-07-10T05:26:29,Horror,Smart TV,Basic,Germany,92,73,0.83,1,5.54,,No,1,3,1
SSN101907,USR5378,2024-06-26T14:37:41,2024-06-26T15:12:41,Animation,Tablet,Standard,Canada,33,28,0.73,0,2.31,4.9,No,0,1,2
SSN101908,USR8000,2024-08-25T21:16:27,2024-08-25T21:54:27,Drama,PC,Standard,Germany,39,30,0.72,2,3.41,3.8,Yes,1,1,1
SSN101909,USR7538,2024-05-01T09:09:12,2024-05-01T10:40:12,Comedy,Smart TV,Standard,US,91,66,0.73,3,5.49,4.3,No,2,2,0
SSN101910,USR3263,2024-11-21T07:26:39,2024-11-21T09:44:39,Animation,Tablet,Premium,Canada,137,130,0.95,2,4.65,2.7,No,4,2,0
SSN101911,USR7092,2024-02-23T04:12:05,2024-02-23T05:03:05,Drama,Tablet,Basic,Germany,52,47,0.94,1,4.92,4.2,No,3,1,0
SSN101912,USR4841,2024-04-13T06:28:05,2024-04-13T08:40:05,Documentary,Mobile,Basic,Germany,128,90,0.69,2,5.77,,No,2,2,1
SSN101913,USR8339,2024-07-24T05:02:15,2024-07-24T05:34:15,Drama,Game Console,Basic,Germany,33,23,0.71,0,5.68,3.6,No,2,5,0
SSN101914,USR3458,2024-12-28T23:46:44,2024-12-29T01:45:44,Action,GameConsole,BASIC,Australia,120,106,0.88,1,4.17,5,Yes,2,2,0
SSN101915,USR1418,2024-08-02T08:44:06,2024-08-02T11:02:06,Documentary,Game Console,Basic,Brazil,137,68,0.5,0,3.18,4.9,No,3,1,3
SSN101916,USR6013,2024-10-09T18:14:35,2024-10-09T19:32:35,Comedy,Mobile,Standard,US,79,48,0.66,0,4.57,,Yes,0,4,1
SSN101917,USR4677,2024-12-09T05:17:41,2024-12-09T08:16:41,Comedy,PC,Standard,Brazil,177,119,0.66,0,3.59,5,No,1,5,0
SSN101918,USR4033,2024-11-19T23:44:11,2024-11-20T00:46:11,Animation,Smart TV,Premium,in,63,54,0.81,0,6.37,2.1,Yes,0,1,0
SSN101919,USR2792,2024-07-16T14:49:56,2024-07-16T16:19:56,Action,Tablet,Standard,Canada,89,53,0.64,3,2.86,4.2,No,2,4,1
SSN101920,USR5598,2024-11-11T03:53:25,2024-11-11T05:38:25,Comedy,Tablet,Standard,Germany,108,80,0.79,0,2.94,4.8,No,1,1,1
SSN101921,USR8310,2024-07-20T06:30:43,2024-07-20T09:25:43,Romance,Tablet,basic,Brazil,173,64,0.36,0,5.73,3.6,No,0,4,0
SSN101922,USR1767,2024-09-13T14:39:10,2024-09-13T15:31:10,Comedy,Mobile,Premium,Brazil,54,43,0.87,1,4.58,3.2,No,0,5,0
SSN101923,USR6094,2024-12-22T03:47:31,2024-12-22T06:11:31,Comedy,Smart TV,Premium,UK,149,120,,1,3.64,3.3,No,1,2,0
SSN101924,USR7843,2024-06-06T04:43:26,2024-06-06T05:39:26,Sci-Fi,Game Console,Standard,UK,56,56,0.98,0,2.14,1.5,No,3,1,0
SSN101925,USR9965,2024-11-17T13:09:18,2024-11-17T15:21:18,romance,PC,Premium,Brazil,134,107,0.84,0,2.01,4.5,No,2,0,0
SSN101926,USR2214,2024-09-04T04:15:05,2024-09-04T05:46:05,Comedy,PC,Premium,UK,91,93,1,1,3.98,4.4,No,0,1,0
SSN101927,USR4020,2024-08-16T09:45:16,2024-08-16T10:30:16,Comedy,Mobile,Premium,Brazil,44,19,0.51,1,4.83,3.8,No,0,3,0
SSN101928,USR7233,2024-08-24T14:01:26,2024-08-24T15:28:26,Romance,Mobile,Standard,Brazil,83,66,0.77,3,3.72,3.5,No,1,4,1
SSN101929,USR6929,2024-07-04T08:58:46,2024-07-04T10:00:46,SciFi,Mobile,Standard,UK,61,45,0.75,1,3.66,3.8,No,0,1,2
SSN101930,USR4310,2024-06-05T19:58:05,2024-06-05T22:22:05,Drama,GAME CONSOLE,Standard,France,140,127,0.89,1,3.31,4,Yes,2,5,0
SSN101931,USR1037,2024-04-02T03:34:20,2024-04-02T06:00:20,Documentary,Mobile,Basic,Brazil,146,146,1,1,4.05,5,No,2,3,0
SSN101932,USR8089,2024-08-20T02:06:56,2024-08-20T04:06:56,Animation,Tablet,Basic,Brazil,128,106,,0,3.01,,No,2,4,1
SSN101933,USR3797,2024-10-26T02:17:10,2024-10-26T03:42:10,Drama,Tablet,Basic,Australia,86,63,0.78,0,3.64,4.1,No,1,1,0
SSN101934,USR5169,2024-08-17T16:24:45,2024-08-17T17:02:45,Documentary,Mobile,Basic,Canada,35,23,0.63,2,2.97,2.1,No,1,4,3
SSN101935,USR3144,2024-05-28T01:37:03,2024-05-28T04:05:03,Drama,GameConsole,Standard,UK,150,44,0.3,0,5.14,4.3,Yes,3,1,1
SSN101936,USR8386,2024-07-07T10:09:54,2024-07-07T11:44:54,Animation,Game Console,Standard,Brazil,96,65,0.71,0,2.57,5,No,0,5,0
SSN101937,USR2331,2024-07-02T23:37:56,2024-07-03T01:30:56,Comedy,Smart TV,Basic,India,113,51,0.45,0,6.08,4.4,Yes,0,4,2
SSN101938,USR6075,2024-09-02T06:11:57,2024-09-02T08:10:57,Animation,Smart TV,Standard,US,116,78,0.67,1,5.43,3,No,1,2,2
SSN101939,USR2391,2024-06-12T16:17:42,2024-06-12T16:38:42,Animation,Mobile,Premium,US,21,14,0.82,2,1.77,4.4,No,1,4,0
SSN101940,USR5459,2024-09-09T13:31:13,2024-09-09T14:05:13,Romance,PC,Standard,Fr,36,28,0.75,0,4.05,2.8,No,1,1,2
SSN101941,USR7305,2024-05-31T21:02:35,2024-05-31T22:03:35,Horror,Game Console,Basic,Germany,60,51,0.82,3,4.39,3.3,Yes,1,2,0
SSN101942,USR9604,2024-06-01T13:37:24,2024-06-01T14:29:24,Romance,Game Console,Standard,France,53,51,0.99,2,2.87,3.7,No,1,1,0
SSN101943,USR3848,2024-01-09T06:52:17,2024-01-09T07:52:17,Comedy,Mobile,Standard,Australia,61,61,1,1,3.17,4.2,No,1,6,1
SSN101944,USR2709,2024-06-27T20:51:33,2024-06-27T22:24:33,sci-fi,PC,Standard,Germany,91,41,0.46,1,4.06,3,Yes,2,1,0
SSN101945,USR1694,2024-02-17T05:05:12,2024-02-17T05:49:12,Action,Tablet,Basic,Brazil,50,18,0.38,3,4.12,4.2,No,0,2,0
SSN101946,USR5806,2024-06-06T10:44:44,2024-06-06T13:17:44,Sci-Fi,Tablet,Premium,Brazil,154,152,1,0,2.77,5,No,1,1,0
SSN101947,USR3998,2024-05-07T09:06:00,2024-05-07T10:47:00,Horror,Smart TV,Basic,Canada,102,73,0.76,0,5.5,4.2,No,0,1,1
SSN101948,USR8052,2024-05-19T18:50:10,2024-05-19T19:48:10,Animation,Smart TV,Premium,Canada,58,53,0.9,2,3.24,4.4,Yes,2,0,0
SSN101949,USR4370,2024-06-26T01:35:13,2024-06-26T02:41:13,Horror,Game Console,Standard,Canada,69,62,1,4,5.44,3.6,Yes,1,3,2
SSN101950,USR1857,2024-03-16T17:58:47,2024-03-16T20:43:47,Animation,Tablet,Basic,Brazil,163,133,0.82,0,4.22,5,No,1,0,0
SSN101951,USR4023,2024-03-17T17:25:28,2024-03-17T18:10:28,Comedy,PC,Basic,UK,49,44,1,1,3.78,4.9,No,3,4,1
SSN101952,USR1527,2024-02-25T15:25:38,2024-02-25T18:19:38,Action,Tablet,Basic,Brazil,169,161,0.91,2,,4,No,0,2,1
SSN101953,USR1485,2024-01-30T03:35:47,2024-01-30T04:02:47,Action,Mobile,Standard,Canada,30,24,0.79,1,2.28,5,No,1,2,0
SSN101954,USR4901,2024-11-16T04:28:23,2024-11-16T06:03:23,Horror,Game Console,Standard,UK ,97,63,0.67,3,3.68,4.3,No,3,2,0
SSN101955,USR7563,2024-07-06T14:59:43,2024-07-06T16:36:43,Action,Game Console,Premium,UK,98,76,0.81,1,2.8,5,No,0,2,0
SSN101956,USR5745,2024-07-27T18:58:28,2024-07-27T20:25:28,Romance,Smart TV,Basic,India,87,48,0.52,3,5.02,4.3,Yes,0,1,6
SSN101957,USR2967,2024-06-08T07:47:25,2024-06-08T10:03:25,Action,Smart TV,Basic,India,142,136,1,2,4.22,,No,0,2,0
SSN101958,USR5065,2024-05-20T23:02:17,2024-05-20T23:29:17,Horror,Mobile,Basic,Canada,23,22,0.65,1,2.38,5,Yes,1,0,1
SSN101959,USR7869,2024-11-22T21:29:04,2024-11-22T23:21:04,Sci-Fi,Smart TV,Premium,Brazil,116,73,0.65,0,5.66,3.8,Yes,1,5,0
SSN101960,USR1524,2024-06-24T06:14:48,2024-06-24T06:44:48,Romance,Mobile,Premium,Germany,27,25,0.9,1,,2.6,No,1,5,0
SSN101961,USR4559,2024-06-02T19:12:45,2024-06-02T20:13:45,Sci-Fi,Mobile,Basic,UK,58,63,1,1,,3.7,Yes,0,5,2
SSN101962,USR5287,2024-08-06T06:01:03,2024-08-06T08:46:03,Comedy,Game Console,STD,Australia,163,156,0.98,0,4.81,3.3,No,1,1,1
SSN101963,USR4026,2024-10-21T11:40:21,2024-10-21T14:20:21,Animation,PC,Basic,Canada,162,124,0.77,1,2.69,4.9,No,1,1,1
SSN101964,USR5308,2024-07-26T00:33:26,2024-07-26T02:17:26,Romance,Smart TV,Premium,Germany,106,79,0.72,0,5.47,3,Yes,2,3,0
SSN101965,USR1614,2024-11-24T00:23:14,2024-11-24T03:03:14,Action,Tablet,Basic,Australia,162,147,,2,3.59,4,Yes,1,1,1
SSN101966,USR4042,2024-02-09T23:30:50,2024-02-10T02:26:50,Animation,Mobile,Premium,in,175,120,,3,4.37,2.8,Yes,1,4,0
SSN101967,USR8786,2024-03-29T16:35:14,2024-03-29T18:24:14,Comedy,Smart TV,Basic,Canada,107,111,1,2,5.15,4.2,No,4,0,3
SSN101968,USR3809,2024-06-30T17:17:12,2024-06-30T18:39:12,Comedy,PC,Basic,Germany,83,82,1,1,3.61,2.8,No,1,1,1
SSN101969,USR6754,2024-12-29T06:55:06,2024-12-29T09:55:06,Action,Game Console,Premium,India,178,135,0.76,1,4.64,4.4,No,1,3,0
SSN101970,USR8422,2024-01-10T12:54:46,2024-01-10T14:39:46,Documentary,Tablet,Premium,usa,105,62,0.58,2,4.57,4.7,No,2,2,0
SSN101971,USR4235,2024-06-19T19:56:45,2024-06-19T20:21:45,Drama,Tablet,PREMIUM,UK,26,20,0.79,0,5.35,,Yes,3,3,0
SSN101972,USR8797,2024-06-22T10:18:43,2024-06-22T12:48:43,comedy,Mobile,Basic,US,147,150,1,2,2.55,3,No,3,2,1
SSN101973,USR2478,2024-02-07T23:56:43,2024-02-08T02:45:43,Romance,Tablet,Basic,Australia,167,157,0.93,0,4.81,3.4,Yes,1,2,1
SSN101974,USR6336,2024-09-24T09:52:17,2024-09-24T12:02:17,Drama,PC,Standard,France,128,104,0.84,0,5.04,5,No,1,2,1
SSN101975,USR9222,2024-08-30T23:24:59,2024-08-31T00:02:59,Action,Game Console,Basic,india,39,17,0.53,2,2.95,4.8,Yes,2,1,1
SSN101976,USR2466,2024-03-03T13:01:26,2024-03-03T14:56:26,Animation,Tablet,Basic,France,118,112,0.95,3,5.71,4.2,No,0,1,0
SSN101977,USR9070,2024-08-19T19:46:12,2024-08-19T20:49:12,Action,PC,Premium,UK,64,64,0.98,2,3.88,3.7,Yes,1,3,0
SSN101978,USR1717,2024-11-17T14:36:27,2024-11-17T17:28:27,drama,PC,Basic,Brazil,171,148,0.87,0,4.58,4.1,No,2,6,0
SSN101979,USR6624,2024-04-23T00:17:52,2024-04-23T00:47:52,Romance,Smart TV,Standard,France,31,19,0.71,1,3.43,2.7,Yes,0,1,2
SSN101980,USR8571,2024-06-11T00:56:34,2024-06-11T01:41:34,Animation,Mobile,Standard,Australia,44,45,1,0,1.46,3.5,Yes,0,2,0
SSN101981,USR2910,2024-07-12T06:36:22,2024-07-12T09:21:22,Romance,Mobile,Basic,US,166,140,0.86,1,1.9,4.5,No,3,5,0
SSN101982,USR3331,2024-03-12T20:32:50,2024-03-12T21:55:50,Animation,PC,Basic,US,81,65,0.76,0,3.41,3.1,Yes,0,2,1
SSN101983,USR2440,2024-03-27T07:39:50,2024-03-27T08:08:50,sci-fi,PC,Basic,France,27,15,0.62,1,4.91,4.3,No,3,0,1
SSN101984,USR9342,2024-06-05T17:56:03,2024-06-05T20:16:03,Romance,PC,Standard,UK,142,66,0.45,1,3.19,4.4,No,1,4,1
SSN101985,USR2078,2024-11-07T22:14:26,2024-11-07T23:20:26,Sci-Fi,Tablet,Standard,India,65,29,,0,4.7,5,Yes,1,1,2
SSN101986,USR8449,2024-10-19T13:48:12,2024-10-19T15:22:12,Comedy,PC,Basic,UK,89,60,0.65,0,5,3.6,No,2,1,0
SSN101987,USR2190,2024-08-09T16:49:19,2024-08-09T17:52:19,Sci-Fi,PC,Premium,Canada,62,57,,0,3.87,3.6,No,0,0,0
SSN101988,USR2982,2024-02-25T14:17:57,2024-02-25T17:01:57,Sci-Fi,PC,Basic,Brazil,165,121,0.74,0,1.39,4.9,No,1,1,0
SSN101989,USR6880,2024-06-02T11:18:10,2024-06-02T13:04:10,Horror,Smart TV,Basic,India,108,75,0.73,3,3.86,3.7,No,1,3,3
SSN101990,USR9734,2024-02-27T18:58:31,2024-02-27T21:37:31,Documentary,Mobile,Basic,Brazil,158,164,0.99,0,4.25,4,Yes,2,3,0
SSN101991,USR9538,2024-10-27T09:54:45,2024-10-27T10:58:45,Sci-Fi,Mobile,Premium,AU,64,54,0.88,2,3.88,5,No,1,3,0
SSN101992,USR8981,2024-08-12T16:11:38,2024-08-12T17:02:38,Animation,PC,Basic,Brazil,55,30,0.58,1,3.92,4.5,No,0,0,1
SSN101993,USR3480,2024-09-02T18:34:17,2024-09-02T19:04:17,Horror,PC,Standard,Australia,31,22,,0,4.3,3.9,Yes,0,2,1
SSN101994,USR2370,2024-08-12T09:40:23,2024-08-12T12:26:23,Romance,Smart TV,Premium,UK,166,90,0.54,0,4.4,5,No,1,1,0
SSN101995,USR4138,2024-11-28T09:45:50,2024-11-28T10:46:50,Action,TAB,Standard,India,61,62,1,1,4.88,3.2,No,1,3,3
SSN101996,USR3632,2024-04-01T00:26:04,2024-04-01T01:14:04,Romance,Smart TV,Basic,India,47,49,1,0,5.75,3.9,Yes,1,0,1
SSN101997,USR8602,2024-01-22T09:54:55,2024-01-22T12:04:55,Drama,Mobile,Premium,US,128,79,0.62,0,3.19,3.2,No,1,2,0
SSN101998,USR9616,2024-06-30T18:37:23,2024-06-30T18:59:23,Sci-Fi,PC,Basic,UK,19,13,0.56,1,3.45,5,Yes,2,3,1
SSN101999,USR8175,2024-11-09T17:20:00,2024-11-09T18:52:00,Sci-Fi,Game Console,Standard,UK,89,94,1,1,4.47,,No,0,4,0
SSN102000,USR4359,2024-01-24T16:57:39,2024-01-24T18:00:39,Animation,Mobile,Premium,Australia,61,47,0.68,0,3.85,5,No,0,0,0
SSN102001,USR7124,2024-10-04T13:28:56,2024-10-04T15:20:56,Documentary,Mobile,Standard,Brazil,110,67,0.59,0,3.83,5,No,4,3,1
SSN102002,USR9802,2024-04-07T12:15:37,2024-04-07T13:46:37,Animation,Mobile,Basic,Canada,90,72,0.78,0,2.76,4.9,No,0,1,0
SSN102003,USR3212,2024-01-07T08:29:18,2024-01-07T10:48:18,Horror,Game Console,Premium,India,137,106,0.75,1,4.07,4.6,No,2,1,0
SSN102004,USR9002,2024-03-27T21:55:14,2024-03-27T22:59:14,Comedy,Smart TV,Standard,UK,58,66,0.99,0,5.83,3.6,Yes,0,2,2
SSN102005,USR5222,2024-07-09T13:17:12,2024-07-09T16:11:12,Horror,Mobile,Standard,France,178,143,0.81,3,,3.6,No,0,2,1
SSN102006,USR8696,2024-05-11T23:24:21,2024-05-12T01:54:21,Drama,Game Console,Basic,UK,150,122,0.82,1,3.55,3.1,Yes,2,4,1
SSN102007,USR4817,2024-04-21T16:43:48,2024-04-21T19:40:48,Sci-Fi,Mobile,Basic,UK,176,178,1,0,3.66,4.4,No,0,4,2
SSN102008,USR3282,2024-07-19T14:38:09,2024-07-19T15:11:09,Romance,Mobile,Basic,Australia,29,17,0.49,4,3.37,,No,1,4,1
SSN102009,USR4878,2024-04-09T04:10:58,2024-04-09T06:10:58,Action,Tablet,Premium,India,121,110,0.93,0,4.08,4.4,No,1,3,0
SSN102010,USR5508,2024-09-18T10:05:44,2024-09-18T11:23:44,Action,Mobile,Standard,Brazil,79,66,0.84,2,2.17,4.5,No,0,5,1
SSN102011,USR2171,2024-01-02T17:02:07,2024-01-02T17:55:07,Animation,Tablet,Standard,Brazil,55,49,0.91,2,3.41,4.2,No,1,2,2
SSN102012,USR4160,2024-01-24T00:34:00,2024-01-24T02:39:00,Documentary,Smart TV,Basic,France,123,88,0.72,1,5.5,3,Yes,3,3,2
SSN102013,USR8278,2024-09-25T14:03:49,2024-09-25T14:53:49,Sci-Fi,Mobile,Basic,canada,51,41,0.87,2,2.39,3.8,No,1,4,0
SSN102014,USR7508,2024-06-25T22:17:06,2024-06-26T00:21:06,Documentary,PC,Basic,UK,125,94,0.76,0,3.26,3.5,Yes,2,3,1
SSN102015,USR7088,2024-05-27T05:06:52,2024-05-27T06:44:52,Comedy,Tablet,Standard,Germany,98,81,0.79,1,,2.5,No,1,5,1
SSN102016,USR3882,2024-08-11T05:07:58,2024-08-11T07:35:58,Drama,Game Console,BASIC,UK,148,87,0.61,1,3.31,4.9,No,2,1,0
SSN102017,USR5267,2024-01-31T03:02:10,2024-01-31T03:36:10,Sci-Fi,PC,Basic,Germany,35,21,0.68,0,2.99,4,No,1,1,2
SSN102018,USR5146,2024-02-01T03:40:27,2024-02-01T05:46:27,Romance,TAB,Basic,US,126,67,0.52,0,,3.9,No,0,0,1
SSN102019,USR7803,2024-06-19T11:48:10,2024-06-19T12:47:10,Horror,Mobile,Basic,US,57,46,0.84,1,2.09,4.1,No,2,6,2
SSN102020,USR2713,2024-05-15T19:23:17,2024-05-15T22:02:17,Action,PC,Standard,Brazil,156,147,0.93,2,4.73,4.6,Yes,1,0,0
SSN102021,USR1287,2024-03-09T04:29:00,2024-03-09T05:09:00,action,Smart TV,Basic,Germany,37,25,,1,4.97,4.5,No,1,1,0
SSN102022,USR3040,2024-09-25T08:08:16,2024-09-25T10:34:16,Horror,Smart TV,Standard,UK,146,124,0.85,3,6.22,3.7,No,0,3,0
SSN102023,USR4679,2024-02-11T11:46:58,2024-02-11T13:01:58,Romance,Game Console,Premium,Brazil,74,45,0.6,1,3.94,1.8,No,1,1,0
SSN102024,USR8387,2024-07-29T11:26:39,2024-07-29T13:03:39,Comedy,Mobile,Basic,Brazil,100,79,,1,2.78,3.9,No,1,3,1
SSN102025,USR8026,2024-06-10T07:31:35,2024-06-10T10:31:35,Sci-Fi,Tablet,Premium,Canada,177,128,0.72,2,2.49,4.3,No,0,1,0
SSN102026,USR6773,2024-12-02T14:47:17,2024-12-02T15:27:17,Romance,Game Console,Premium,India,35,34,0.85,1,4.44,3.9,No,1,1,0
SSN102027,USR6887,2024-01-23T08:52:50,2024-01-23T09:48:50,Horror,Mobile,Basic,US,58,44,0.86,2,3.24,3.5,No,0,2,1
SSN102028,USR4175,2024-10-27T08:49:32,2024-10-27T11:15:32,Drama,PC,Premium,UK,146,101,0.7,0,,4.6,No,3,2,0
SSN102029,USR4515,2024-12-05T05:36:27,2024-12-05T06:04:27,Sci-Fi,Mobile,Premium,FR,28,20,0.7,0,4.96,4,No,0,3,0
SSN102030,USR9191,2024-01-11T16:04:21,2024-01-11T17:01:21,Romance,Mobile,Basic,Canada,54,50,0.86,0,4.09,5,No,0,3,0
SSN102031,USR4021,2024-04-26T20:21:32,2024-04-26T22:38:32,Drama,Smart TV,Premium,UK,139,73,0.54,1,,3.7,Yes,1,2,0
SSN102032,USR1756,2024-04-15T07:46:27,2024-04-15T09:53:27,Comedy,PC,Premium,India,127,84,0.7,0,3.55,4.6,No,0,2,0
SSN102033,USR4845,2024-05-19T03:40:13,2024-05-19T05:10:13,Action,PC,Basic,France,93,80,0.91,2,2.91,4.3,No,1,4,0
SSN102034,USR2947,2024-08-15T13:26:06,2024-08-15T15:26:06,Action,Smart TV,Standard,Brazil,119,119,1,2,5.55,3.4,No,0,1,2
SSN102035,USR4333,2024-10-10T08:21:57,2024-10-10T10:53:57,Romance,SMART TV,Standard,Canada,152,102,0.64,1,2.85,4.9,No,0,1,1
SSN102036,USR4851,2024-08-26T17:11:32,2024-08-26T17:37:32,Documentary,PC,Basic,US,22,12,0.67,0,5.44,4.5,No,3,2,0
SSN102037,USR4907,2024-08-11T15:58:28,2024-08-11T18:15:28,Comedy,Smart TV,Standard,Australia,140,91,0.66,0,4.81,4.9,No,0,2,3
SSN102038,USR5370,2024-10-30T18:19:03,2024-10-30T19:39:03,Horror,Smart TV,Basic,Brazil,80,79,0.95,2,5.27,2.4,Yes,1,3,1
SSN102039,USR9018,2024-10-12T10:23:21,2024-10-12T12:31:21,Action,PC,Premium,Canada,123,84,0.65,1,4.05,4.6,No,2,2,0
SSN102040,USR5345,2024-04-18T15:08:02,2024-04-18T17:10:02,Cartoon,Game Console,Basic,Brazil,122,119,1,1,3.41,3.7,No,0,1,1
SSN102041,USR1857,2024-11-22T02:04:24,2024-11-22T03:47:24,Action,PC,Standard,Brazil,99,76,0.74,0,3.36,4.3,No,1,3,1
SSN102042,USR3036,2024-08-31T10:48:29,2024-08-31T13:13:29,Comedy,Mobile,Basic,UK,147,142,0.99,0,4.6,,No,3,6,0
SSN102043,USR3943,2024-01-15T06:46:48,2024-01-15T09:44:48,Sci-Fi,PC,Premium,Germany,184,122,0.7,0,2.75,4.7,No,1,2,0
SSN102044,USR8972,2024-08-03T14:11:40,2024-08-03T16:51:40,Drama,PC,Standard,India,162,162,0.99,0,3.22,5,No,2,3,1
SSN102045,USR8641,2024-11-09T05:21:23,2024-11-09T06:39:23,Romance,Game Console,Premium,Germany,75,48,0.64,1,4.33,3.6,No,1,1,0
SSN102046,USR4783,2024-06-02T20:10:24,2024-06-02T22:51:24,Cartoon,Smart TV,Premium,Brazil,163,139,0.83,1,4.14,4.6,Yes,0,4,0
SSN102047,USR4917,2024-03-30T13:18:00,2024-03-30T13:38:00,Drama,PC,Premium,UK,22,19,0.99,0,3.88,3.7,No,2,3,0
SSN102048,USR4959,2024-04-25T09:35:58,2024-04-25T10:44:58,Romance,Smart TV,Basic,us,69,27,0.44,0,4.04,4,No,4,2,1
SSN102049,USR2421,2024-07-12T15:11:48,2024-07-12T15:33:48,Horror,Smart TV,Premium,US,21,22,1,1,5.49,4,No,1,3,0
SSN102050,USR9237,2024-11-11T06:09:33,2024-11-11T07:29:33,Comedy,Smart TV,Basic,India,80,77,1,1,5.67,4.4,No,1,2,0
SSN102051,USR9749,2024-12-14T04:37:59,2024-12-14T06:17:59,Drama,Tablet,Standard,Australia,99,73,0.76,0,3.75,5,No,2,2,1
SSN102052,USR7400,2024-04-25T19:04:24,2024-04-25T20:00:24,Horror ,Game Console,Standard,Australia,58,46,0.81,0,3.62,3.4,Yes,0,1,1
SSN102053,USR4031,2024-10-18T20:38:00,2024-10-18T22:38:00,Romance,Mobile,Standard,Australia,120,113,0.94,4,2.88,4.4,Yes,2,3,2
SSN102054,USR4959,2024-08-31T12:43:37,2024-08-31T13:24:37,Animation,Tablet,Basic,IN,42,22,0.58,1,3.04,4.1,No,3,4,0
SSN102055,USR2901,2024-05-28T05:10:00,2024-05-28T07:51:00,Action,Smart TV,Basic,Australia,160,109,0.66,2,6.53,3.4,No,1,5,2
SSN102056,USR6406,2024-01-28T21:08:07,2024-01-28T23:06:07,Action,Mobile,Premium,UK,118,69,,1,3.19,5,Yes,1,4,0
SSN102057,USR3639,2024-01-06T05:55:50,2024-01-06T06:46:50,Sci-Fi,Tablet,Premium,India,55,39,0.83,2,3.49,4.6,No,2,2,0
SSN102058,USR2383,2024-08-03T12:33:34,2024-08-03T14:00:34,Action,Smart TV,Standard,UK,88,72,0.82,1,,5,No,0,0,1
SSN102059,USR9172,2024-03-21T21:51:24,2024-03-22T00:23:24,Sci-Fi,Mobile,Standard,Germany,151,101,0.68,1,4.08,3.6,Yes,1,4,0
SSN102060,USR1597,2024-10-06T06:12:09,2024-10-06T08:58:09,Comedy,Game Console,Standard,UK,165,138,0.86,1,3.92,3.4,No,1,3,1
SSN102061,USR8341,2024-11-08T23:45:27,2024-11-09T01:35:27,Romance,Tablet,Standard,US,106,77,0.71,2,4.24,4,Yes,0,4,1
SSN102062,USR8160,2024-04-11T04:20:51,2024-04-11T05:54:51,Sci-Fi,Smart TV,Premium,France,95,43,0.46,3,6.19,,No,3,1,0
SSN102063,USR1453,2024-03-31T18:22:12,2024-03-31T20:53:12,Documentary,Game Console,BASIC,Germany,151,151,1,0,5.11,3.2,Yes,3,2,0
SSN102064,USR9241,2024-08-10T21:41:41,2024-08-11T00:36:41,Sci-Fi,Mobile,Basic,Canada,175,143,,1,3.54,2.8,Yes,2,4,0
SSN102065,USR7720,2024-05-07T03:49:21,2024-05-07T06:48:21,Animation,Game Console,Standard,Australia,180,165,0.93,0,2.65,3.6,No,0,1,0
SSN102066,USR8623,2024-04-22T18:11:20,2024-04-22T19:43:20,Romance,Smart TV,Basic,Brazil,88,55,0.6,0,6.25,3.8,Yes,1,4,0
SSN102067,USR6211,2024-09-20T03:09:29,2024-09-20T03:54:29,Animation,PC,Premium,Canada,45,22,0.49,0,4.43,3.5,No,1,2,0
SSN102068,USR9266,2024-04-07T17:15:08,2024-04-07T18:01:08,Romance,Smart TV,Basic,Brazil,41,24,0.55,0,4.45,5,No,2,2,2
SSN102069,USR3250,2024-02-22T09:25:02,2024-02-22T11:41:02,Action,Smart TV,Basic,France,137,104,0.79,0,5.4,3.5,No,0,2,1
SSN102070,USR5413,2024-05-23T04:29:36,2024-05-23T05:02:36,ROMANCE,PC,Basic,France,31,28,0.85,1,3.64,3.9,No,0,1,1
SSN102071,USR1097,2024-01-12T07:42:48,2024-01-12T09:33:48,Drama,Mobile,Basic,India,113,83,0.75,4,3.56,3.4,No,3,2,0
SSN102072,USR2711,2024-10-03T15:15:00,2024-10-03T16:54:00,Comedy,Game Console,Basic,Germany,98,69,0.67,1,3.79,5,No,1,1,2
SSN102073,USR1471,2024-09-27T14:32:56,2024-09-27T14:54:56,Drama,Tablet,Standard,Brazil,22,26,1,1,3.22,4.5,No,3,5,1
