SessionID,UserID,StartTime,EndTime,Genre,DeviceType,SubscriptionType,Region,DurationMinutes,WatchMinutes,CompletionRate,BufferEvents,BitrateMbps,UserRating,PeakHours,PauseCount,VolumeChanges,AdSkips,StartDate,EndDate,StartDateTime,EndDateTime,LocalStartTime,LocalEndTime,LocalStartHour,LocalEndHour,Cluster,SubscriptionType_clean,Genre_encoded,DeviceType_encoded,SubscriptionType_clean_encoded
SSN102478,USR5713,22:55:12,23:48:12,romance,game console,Standard,India,52,41,0.76,0,407,4.6,Yes,2,2,4,27/06/2024,27/06/2024,2024-06-27 00:00:00+00:00,2024-06-27 00:00:00+00:00,2024-06-27 05:30:00+05:30,2024-06-27 05:30:00+05:30,5,5,2,standard,7,1,2
SSN102479,USR7548,21:30:00,23:10:00,comedy,smart tv,Basic,Australia,100,66,0.65,0,397,5,Yes,0,3,0,27/10/2024,27/10/2024,2024-10-27 00:00:00+00:00,2024-10-27 00:00:00+00:00,2024-10-27 11:00:00+11:00,2024-10-27 11:00:00+11:00,11,11,2,basic,3,4,0
SSN102480,USR9388,14:10:26,14:46:26,documentary,phone,Premium,India,34,26,0.79,0,162,3.4,No,3,2,0,30/09/2024,30/09/2024,2024-09-30 00:00:00+00:00,2024-09-30 00:00:00+00:00,2024-09-30 05:30:00+05:30,2024-09-30 05:30:00+05:30,5,5,0,premium,4,3,1
SSN102481,USR1588,15:48:06,18:32:06,comedy,smart tv,Premium,Canada,161,143,0.88,1,534,3.6,No,1,0,0,19/07/2024,19/07/2024,2024-07-19 00:00:00+00:00,2024-07-19 00:00:00+00:00,2024-07-18 20:00:00-04:00,2024-07-18 20:00:00-04:00,20,20,1,premium,3,4,1
SSN102482,USR9765,15:29:24,15:55:24,animation,tablet,Basic,Germany,26,21,0.87,0,17,5,No,1,3,0,29/07/2024,29/07/2024,2024-07-29 00:00:00+00:00,2024-07-29 00:00:00+00:00,2024-07-29 02:00:00+02:00,2024-07-29 02:00:00+02:00,2,2,2,basic,1,5,0
SSN102483,USR4866,03:41:12,06:06:12,action,smart tv,Premium,India,146,74,0.51,3,511,4.3,No,0,1,0,22/05/2024,22/05/2024,2024-05-22 00:00:00+00:00,2024-05-22 00:00:00+00:00,2024-05-22 05:30:00+05:30,2024-05-22 05:30:00+05:30,5,5,1,premium,0,4,1
SSN102484,USR4005,07:39:23,08:12:23,horror,game console,Standard,Germany,30,37,,2,324,,No,1,3,1,22/09/2024,22/09/2024,2024-09-22 00:00:00+00:00,2024-09-22 00:00:00+00:00,2024-09-22 02:00:00+02:00,2024-09-22 02:00:00+02:00,2,2,0,standard,6,1,2
SSN102485,USR3874,07:59:51,09:52:51,animation,game console,Premium,Brazil,113,105,0.9,5,34,3.7,No,1,3,0,04/07/2024,04/07/2024,2024-07-04 00:00:00+00:00,2024-07-04 00:00:00+00:00,2024-07-03 21:00:00-03:00,2024-07-03 21:00:00-03:00,21,21,3,premium,1,1,1
SSN102486,USR9125,09:05:23,10:29:23,horror,smart tv,Basic,United Kingdom,81,59,,2,479,4.4,No,0,1,0,06/02/2024,06/02/2024,2024-02-06 00:00:00+00:00,2024-02-06 00:00:00+00:00,2024-02-06 00:00:00+00:00,2024-02-06 00:00:00+00:00,0,0,2,basic,6,4,0
SSN102487,USR8529,06:30:53,09:00:53,horror,game console,Basic,Usa,154,109,0.71,3,30,4.9,No,0,0,1,09/11/2024,09/11/2024,2024-11-09 00:00:00+00:00,2024-11-09 00:00:00+00:00,2024-11-08 19:00:00-05:00,2024-11-08 19:00:00-05:00,19,19,1,basic,6,1,0
SSN102488,USR5742,12:05:31,13:24:31,animation,game console,Basic,Brazil,80,58,,1,569,5,No,0,3,0,23/01/2024,23/01/2024,2024-01-23 00:00:00+00:00,2024-01-23 00:00:00+00:00,2024-01-22 21:00:00-03:00,2024-01-22 21:00:00-03:00,21,21,2,basic,1,1,0
SSN102489,USR8121,13:40:40,15:15:40,animation,phone,Basic,Usa,97,75,0.76,0,456,4.2,No,1,2,0,01/01/2024,01/01/2024,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2023-12-31 19:00:00-05:00,2023-12-31 19:00:00-05:00,19,19,2,basic,1,3,0
SSN102490,USR3847,15:27:02,17:55:02,comedy,ipad,Premium,Canada,149,103,0.71,0,253,4.2,No,1,6,0,22/03/2024,22/03/2024,2024-03-22 00:00:00+00:00,2024-03-22 00:00:00+00:00,2024-03-21 20:00:00-04:00,2024-03-21 20:00:00-04:00,20,20,1,premium,3,2,1
SSN102491,USR5443,11:01:08,12:25:08,comedy,game console,Basic,Brazil,90,48,0.63,1,44,2.2,No,0,2,0,16/09/2024,16/09/2024,2024-09-16 00:00:00+00:00,2024-09-16 00:00:00+00:00,2024-09-15 21:00:00-03:00,2024-09-15 21:00:00-03:00,21,21,0,basic,3,1,0
SSN102492,USR1010,16:25:32,17:08:32,action,game console,Basic,Australia,38,34,0.78,2,50,4.1,No,1,1,2,08/12/2024,08/12/2024,2024-12-08 00:00:00+00:00,2024-12-08 00:00:00+00:00,2024-12-08 11:00:00+11:00,2024-12-08 11:00:00+11:00,11,11,2,basic,0,1,0
SSN102493,USR7447,13:16:26,15:09:26,drama,tablet,Standard,France,114,110,0.99,1,402,4,No,2,2,2,03/08/2024,03/08/2024,2024-08-03 00:00:00+00:00,2024-08-03 00:00:00+00:00,2024-08-03 02:00:00+02:00,2024-08-03 02:00:00+02:00,2,2,1,standard,5,5,2
SSN102494,USR3856,06:13:35,06:53:35,comedy,game console,Standard,Brazil,38,33,0.79,1,342,,No,2,2,3,16/12/2024,16/12/2024,2024-12-16 00:00:00+00:00,2024-12-16 00:00:00+00:00,2024-12-15 21:00:00-03:00,2024-12-15 21:00:00-03:00,21,21,0,standard,3,1,2
SSN102495,USR7785,14:30:36,16:05:36,animation,game console,Standard,United Kingdom,96,86,0.9,3,486,4.1,No,1,0,3,30/01/2024,30/01/2024,2024-01-30 00:00:00+00:00,2024-01-30 00:00:00+00:00,2024-01-30 00:00:00+00:00,2024-01-30 00:00:00+00:00,0,0,2,standard,1,1,2
SSN102496,USR5013,01:53:28,04:27:28,drama,game console,Basic,France,157,139,0.91,0,349,3.6,Yes,1,3,2,12/10/2024,12/10/2024,2024-10-12 00:00:00+00:00,2024-10-12 00:00:00+00:00,2024-10-12 02:00:00+02:00,2024-10-12 02:00:00+02:00,2,2,3,basic,5,1,0
SSN102497,USR9108,00:20:02,02:01:02,comedy,phone,Premium,India,102,72,0.66,2,419,4.8,Yes,0,1,0,16/02/2024,16/02/2024,2024-02-16 00:00:00+00:00,2024-02-16 00:00:00+00:00,2024-02-16 05:30:00+05:30,2024-02-16 05:30:00+05:30,5,5,2,premium,3,3,1
SSN102498,USR6115,00:06:13,01:53:13,drama,game console,Premium,France,106,70,0.64,2,275,3.8,Yes,2,2,0,09/04/2024,09/04/2024,2024-04-09 00:00:00+00:00,2024-04-09 00:00:00+00:00,2024-04-09 02:00:00+02:00,2024-04-09 02:00:00+02:00,2,2,3,premium,5,1,1
SSN102499,USR8001,08:46:24,11:32:24,documentary,game console,Standard,Brazil,166,163,0.99,0,287,3.2,No,3,2,1,18/07/2024,18/07/2024,2024-07-18 00:00:00+00:00,2024-07-18 00:00:00+00:00,2024-07-17 21:00:00-03:00,2024-07-17 21:00:00-03:00,21,21,3,standard,4,1,2
SSN102500,USR4655,10:53:43,13:27:43,comedy,phone,Standard,Germany,157,112,0.74,0,267,3.9,No,0,3,0,23/09/2024,23/09/2024,2024-09-23 00:00:00+00:00,2024-09-23 00:00:00+00:00,2024-09-23 02:00:00+02:00,2024-09-23 02:00:00+02:00,2,2,1,standard,3,3,2
SSN102501,USR7431,18:16:42,19:11:42,science fiction,game console,Premium,Usa,54,40,0.77,2,365,3,Yes,4,1,0,16/02/2024,16/02/2024,2024-02-16 00:00:00+00:00,2024-02-16 00:00:00+00:00,2024-02-15 19:00:00-05:00,2024-02-15 19:00:00-05:00,19,19,0,premium,8,1,1
SSN102502,USR3980,21:59:07,23:08:07,comedy,tablet,Basic,Usa,64,61,0.85,1,462,4.4,Yes,0,1,0,28/11/2024,28/11/2024,2024-11-28 00:00:00+00:00,2024-11-28 00:00:00+00:00,2024-11-27 19:00:00-05:00,2024-11-27 19:00:00-05:00,19,19,2,basic,3,5,0
SSN102503,USR9707,06:31:43,07:43:43,animation,phone,Premium,India,72,54,,0,192,3.4,No,1,3,0,18/08/2024,18/08/2024,2024-08-18 00:00:00+00:00,2024-08-18 00:00:00+00:00,2024-08-18 05:30:00+05:30,2024-08-18 05:30:00+05:30,5,5,0,premium,1,3,1
SSN102504,USR6330,02:57:10,04:56:10,documentary,phone,Standard,Canada,123,68,0.59,1,382,4.1,No,3,1,2,12/10/2024,12/10/2024,2024-10-12 00:00:00+00:00,2024-10-12 00:00:00+00:00,2024-10-11 20:00:00-04:00,2024-10-11 20:00:00-04:00,20,20,2,standard,4,3,2
SSN102505,USR4310,01:45:28,03:47:28,animation,smart tv,Premium,Brazil,125,81,0.64,1,666,3.4,Yes,0,3,0,02/07/2024,02/07/2024,2024-07-02 00:00:00+00:00,2024-07-02 00:00:00+00:00,2024-07-01 21:00:00-03:00,2024-07-01 21:00:00-03:00,21,21,3,premium,1,4,1
SSN102506,USR7321,03:18:49,04:11:49,comedy,phone,Standard,Canada,53,34,0.6,1,277,3.4,No,2,2,1,17/06/2024,17/06/2024,2024-06-17 00:00:00+00:00,2024-06-17 00:00:00+00:00,2024-06-16 20:00:00-04:00,2024-06-16 20:00:00-04:00,20,20,0,standard,3,3,2
SSN102507,USR7401,09:02:20,10:42:20,action,smart tv,Standard,Brazil,100,81,0.76,0,631,3.5,No,0,4,3,28/09/2024,28/09/2024,2024-09-28 00:00:00+00:00,2024-09-28 00:00:00+00:00,2024-09-27 21:00:00-03:00,2024-09-27 21:00:00-03:00,21,21,3,standard,0,4,2
SSN102508,USR2625,22:49:18,00:05:18,drama,smart tv,Standard,Germany,73,58,0.81,1,478,4.8,Yes,5,0,2,11/03/2024,12/03/2024,2024-03-11 00:00:00+00:00,2024-03-12 00:00:00+00:00,2024-03-11 01:00:00+01:00,2024-03-12 01:00:00+01:00,1,1,2,standard,5,4,2
SSN102509,USR4687,16:54:46,18:24:46,animation,game console,Standard,Usa,90,69,0.83,1,391,4.8,No,0,2,1,21/06/2024,21/06/2024,2024-06-21 00:00:00+00:00,2024-06-21 00:00:00+00:00,2024-06-20 20:00:00-04:00,2024-06-20 20:00:00-04:00,20,20,2,standard,1,1,2
SSN102510,USR6869,19:15:06,20:41:06,action,phone,Basic,France,84,83,0.98,2,442,5,Yes,2,5,0,24/08/2024,24/08/2024,2024-08-24 00:00:00+00:00,2024-08-24 00:00:00+00:00,2024-08-24 02:00:00+02:00,2024-08-24 02:00:00+02:00,2,2,2,basic,0,3,0
SSN102511,USR1345,14:17:49,14:45:49,horror,smart tv,Basic,Canada,30,16,0.6,3,355,1.9,No,3,3,1,11/01/2024,11/01/2024,2024-01-11 00:00:00+00:00,2024-01-11 00:00:00+00:00,2024-01-10 19:00:00-05:00,2024-01-10 19:00:00-05:00,19,19,0,basic,6,4,0
SSN102512,USR4985,04:58:54,06:58:54,science fiction,tablet,Basic,United Kingdom,121,57,0.48,0,434,2,No,2,3,0,14/03/2024,14/03/2024,2024-03-14 00:00:00+00:00,2024-03-14 00:00:00+00:00,2024-03-14 00:00:00+00:00,2024-03-14 00:00:00+00:00,0,0,3,basic,8,5,0
SSN102513,USR6886,17:07:17,17:27:17,animation,game console,Standard,Usa,22,13,0.67,1,324,4,No,0,2,0,27/03/2024,27/03/2024,2024-03-27 00:00:00+00:00,2024-03-27 00:00:00+00:00,2024-03-26 20:00:00-04:00,2024-03-26 20:00:00-04:00,20,20,0,standard,1,1,2
SSN102514,USR5803,01:19:09,03:31:09,drama,phone,Premium,Usa,135,125,0.92,2,574,5,Yes,3,4,0,22/10/2024,22/10/2024,2024-10-22 00:00:00+00:00,2024-10-22 00:00:00+00:00,2024-10-21 20:00:00-04:00,2024-10-21 20:00:00-04:00,20,20,1,premium,5,3,1
SSN102515,USR9720,19:19:11,20:34:11,science fiction,phone,Basic,United Kingdom,80,63,0.83,1,252,4.7,Yes,1,3,5,18/08/2024,18/08/2024,2024-08-18 00:00:00+00:00,2024-08-18 00:00:00+00:00,2024-08-18 01:00:00+01:00,2024-08-18 01:00:00+01:00,1,1,2,basic,8,3,0
SSN102516,USR6181,19:44:19,21:31:19,animation,phone,Standard,United Kingdom,112,104,1,1,424,2.9,Yes,0,1,0,18/08/2024,18/08/2024,2024-08-18 00:00:00+00:00,2024-08-18 00:00:00+00:00,2024-08-18 01:00:00+01:00,2024-08-18 01:00:00+01:00,1,1,3,standard,1,3,2
SSN102517,USR8272,10:15:34,11:14:34,documentary,game console,Basic,Usa,60,55,,1,257,2.8,No,2,1,1,23/03/2024,23/03/2024,2024-03-23 00:00:00+00:00,2024-03-23 00:00:00+00:00,2024-03-22 20:00:00-04:00,2024-03-22 20:00:00-04:00,20,20,0,basic,4,1,0
SSN102518,USR7072,10:55:34,13:46:34,action,phone,Standard,Usa,169,108,0.64,0,365,3.5,No,2,6,0,17/05/2024,17/05/2024,2024-05-17 00:00:00+00:00,2024-05-17 00:00:00+00:00,2024-05-16 20:00:00-04:00,2024-05-16 20:00:00-04:00,20,20,3,standard,0,3,2
SSN102519,USR3033,01:45:00,03:54:00,action,game console,Basic,Usa,130,131,1,1,401,3.4,Yes,0,4,2,28/12/2024,28/12/2024,2024-12-28 00:00:00+00:00,2024-12-28 00:00:00+00:00,2024-12-27 19:00:00-05:00,2024-12-27 19:00:00-05:00,19,19,3,basic,0,1,0
SSN102520,USR1515,07:00:40,08:54:40,comedy,phone,Basic,United Kingdom,117,91,0.8,1,525,3.9,No,1,5,1,22/10/2024,22/10/2024,2024-10-22 00:00:00+00:00,2024-10-22 00:00:00+00:00,2024-10-22 01:00:00+01:00,2024-10-22 01:00:00+01:00,1,1,3,basic,3,3,0
SSN102521,USR3427,11:47:11,13:34:11,science fiction,smart tv,Standard,Germany,111,64,0.61,1,481,5,No,0,3,1,02/11/2024,02/11/2024,2024-11-02 00:00:00+00:00,2024-11-02 00:00:00+00:00,2024-11-02 01:00:00+01:00,2024-11-02 01:00:00+01:00,1,1,2,standard,8,4,2
SSN102522,USR3933,03:36:53,03:59:53,drama,phone,Premium,Germany,21,4,0.4,1,446,3.4,No,5,4,0,08/12/2024,08/12/2024,2024-12-08 00:00:00+00:00,2024-12-08 00:00:00+00:00,2024-12-08 01:00:00+01:00,2024-12-08 01:00:00+01:00,1,1,0,premium,5,3,1
SSN102523,USR4807,23:12:25,00:17:25,comedy,game console,Standard,Brazil,70,55,0.79,0,312,3.6,Yes,2,0,1,01/06/2024,02/06/2024,2024-06-01 00:00:00+00:00,2024-06-02 00:00:00+00:00,2024-05-31 21:00:00-03:00,2024-06-01 21:00:00-03:00,21,21,0,standard,3,1,2
SSN102524,USR4991,16:42:55,18:28:55,documentary,game console,Premium,Germany,106,106,1,1,399,4.8,No,3,2,0,23/10/2024,23/10/2024,2024-10-23 00:00:00+00:00,2024-10-23 00:00:00+00:00,2024-10-23 02:00:00+02:00,2024-10-23 02:00:00+02:00,2,2,1,premium,4,1,1
SSN102525,USR8369,06:54:41,08:57:41,drama,smart tv,Basic,Brazil,123,85,0.68,2,437,5,No,2,2,0,19/08/2024,19/08/2024,2024-08-19 00:00:00+00:00,2024-08-19 00:00:00+00:00,2024-08-18 21:00:00-03:00,2024-08-18 21:00:00-03:00,21,21,1,basic,5,4,0
SSN102526,USR7353,04:12:24,06:31:24,comedy,game console,Premium,United Kingdom,143,91,0.65,0,464,2.6,No,0,3,0,06/05/2024,06/05/2024,2024-05-06 00:00:00+00:00,2024-05-06 00:00:00+00:00,2024-05-06 01:00:00+01:00,2024-05-06 01:00:00+01:00,1,1,3,premium,3,1,1
SSN102527,USR3939,19:38:15,22:24:15,drama,tablet,Premium,United Kingdom,169,150,0.89,1,505,3.9,Yes,1,1,0,03/12/2024,03/12/2024,2024-12-03 00:00:00+00:00,2024-12-03 00:00:00+00:00,2024-12-03 00:00:00+00:00,2024-12-03 00:00:00+00:00,0,0,1,premium,5,5,1
SSN102528,USR8340,12:14:55,14:19:55,science fiction,tablet,Basic,Australia,128,93,0.75,1,366,,No,0,5,2,17/07/2024,17/07/2024,2024-07-17 00:00:00+00:00,2024-07-17 00:00:00+00:00,2024-07-17 10:00:00+10:00,2024-07-17 10:00:00+10:00,10,10,1,basic,8,5,0
SSN102529,USR1624,06:07:00,06:59:00,drama,tablet,Standard,Brazil,50,31,0.53,2,234,2.7,No,2,8,1,06/02/2024,06/02/2024,2024-02-06 00:00:00+00:00,2024-02-06 00:00:00+00:00,2024-02-05 21:00:00-03:00,2024-02-05 21:00:00-03:00,21,21,0,standard,5,5,2
SSN102530,USR9794,09:41:36,12:24:36,drama,smart tv,Basic,Usa,161,109,0.65,1,437,5,No,4,3,2,21/02/2024,21/02/2024,2024-02-21 00:00:00+00:00,2024-02-21 00:00:00+00:00,2024-02-20 19:00:00-05:00,2024-02-20 19:00:00-05:00,19,19,1,basic,5,4,0
SSN102531,USR3267,22:37:23,00:45:23,drama,phone,Premium,Australia,129,113,0.88,1,469,4.6,Yes,2,3,0,19/02/2024,20/02/2024,2024-02-19 00:00:00+00:00,2024-02-20 00:00:00+00:00,2024-02-19 11:00:00+11:00,2024-02-20 11:00:00+11:00,11,11,1,premium,5,3,1
SSN102532,USR5041,02:14:35,04:32:35,documentary,game console,Premium,France,141,97,0.7,0,345,5,No,4,4,0,06/04/2024,06/04/2024,2024-04-06 00:00:00+00:00,2024-04-06 00:00:00+00:00,2024-04-06 02:00:00+02:00,2024-04-06 02:00:00+02:00,2,2,1,premium,4,1,1
SSN102533,USR5600,12:14:43,13:08:43,documentary,tablet,Premium,France,55,40,0.72,0,436,5,No,5,2,0,26/02/2024,26/02/2024,2024-02-26 00:00:00+00:00,2024-02-26 00:00:00+00:00,2024-02-26 01:00:00+01:00,2024-02-26 01:00:00+01:00,1,1,2,premium,4,5,1
SSN102534,USR4838,05:23:34,08:16:34,romance,game console,Premium,France,176,174,0.99,2,347,3.2,No,1,0,0,29/09/2024,29/09/2024,2024-09-29 00:00:00+00:00,2024-09-29 00:00:00+00:00,2024-09-29 02:00:00+02:00,2024-09-29 02:00:00+02:00,2,2,3,premium,7,1,1
SSN102535,USR4989,15:05:46,16:33:46,animation,smart tv,Standard,Canada,91,43,0.51,2,422,3.6,No,1,2,1,26/10/2024,26/10/2024,2024-10-26 00:00:00+00:00,2024-10-26 00:00:00+00:00,2024-10-25 20:00:00-04:00,2024-10-25 20:00:00-04:00,20,20,0,standard,1,4,2
SSN102536,USR9121,13:53:13,14:25:13,science fiction,smart tv,Premium,United Kingdom,35,9,0.36,1,551,3.2,No,0,2,0,19/11/2024,19/11/2024,2024-11-19 00:00:00+00:00,2024-11-19 00:00:00+00:00,2024-11-19 00:00:00+00:00,2024-11-19 00:00:00+00:00,0,0,0,premium,8,4,1
SSN102537,USR8526,16:23:10,17:14:10,romance,smart tv,Standard,Brazil,46,35,0.73,3,606,4.5,No,2,0,0,05/06/2024,05/06/2024,2024-06-05 00:00:00+00:00,2024-06-05 00:00:00+00:00,2024-06-04 21:00:00-03:00,2024-06-04 21:00:00-03:00,21,21,2,standard,7,4,2
SSN102538,USR5247,12:42:47,13:50:47,animation,smart tv,Basic,France,64,32,0.5,0,,4.3,No,2,2,0,24/05/2024,24/05/2024,2024-05-24 00:00:00+00:00,2024-05-24 00:00:00+00:00,2024-05-24 02:00:00+02:00,2024-05-24 02:00:00+02:00,2,2,2,basic,1,4,0
SSN102539,USR2682,22:56:36,23:43:36,documentary,game console,Premium,United Kingdom,46,36,0.83,0,396,3.1,Yes,3,0,0,27/07/2024,27/07/2024,2024-07-27 00:00:00+00:00,2024-07-27 00:00:00+00:00,2024-07-27 01:00:00+01:00,2024-07-27 01:00:00+01:00,1,1,0,premium,4,1,1
SSN102540,USR2584,03:22:34,06:05:34,documentary,game console,Standard,Australia,167,163,1,1,379,3.1,No,4,1,1,13/02/2024,13/02/2024,2024-02-13 00:00:00+00:00,2024-02-13 00:00:00+00:00,2024-02-13 11:00:00+11:00,2024-02-13 11:00:00+11:00,11,11,3,standard,4,1,2
SSN102541,USR1714,20:54:19,23:19:19,romance,smart tv,Basic,Usa,150,73,0.49,1,578,3.5,Yes,1,0,0,11/11/2024,11/11/2024,2024-11-11 00:00:00+00:00,2024-11-11 00:00:00+00:00,2024-11-10 19:00:00-05:00,2024-11-10 19:00:00-05:00,19,19,3,basic,7,4,0
SSN102542,USR1663,12:11:34,14:13:34,comedy,game console,Premium,Canada,127,124,1,1,431,4.8,No,2,2,0,19/01/2024,19/01/2024,2024-01-19 00:00:00+00:00,2024-01-19 00:00:00+00:00,2024-01-18 19:00:00-05:00,2024-01-18 19:00:00-05:00,19,19,1,premium,3,1,1
SSN102543,USR1228,06:27:11,07:39:11,science fiction,desktop,Standard,Canada,71,38,0.55,3,327,4.5,No,0,1,1,05/10/2024,05/10/2024,2024-10-05 00:00:00+00:00,2024-10-05 00:00:00+00:00,2024-10-04 20:00:00-04:00,2024-10-04 20:00:00-04:00,20,20,2,standard,8,0,2
SSN102544,USR3123,23:19:24,00:58:24,comedy,smart tv,Standard,Brazil,98,58,0.59,0,745,4.8,Yes,0,1,2,09/11/2024,10/11/2024,2024-11-09 00:00:00+00:00,2024-11-10 00:00:00+00:00,2024-11-08 21:00:00-03:00,2024-11-09 21:00:00-03:00,21,21,2,standard,3,4,2
SSN102545,USR1047,13:27:33,16:17:33,comedy,tablet,Basic,Australia,170,128,0.73,0,,4.6,No,0,1,0,02/11/2024,02/11/2024,2024-11-02 00:00:00+00:00,2024-11-02 00:00:00+00:00,2024-11-02 11:00:00+11:00,2024-11-02 11:00:00+11:00,11,11,1,basic,3,5,0
SSN102546,USR6009,17:48:08,19:08:08,action,tablet,Standard,India,79,33,0.4,3,331,4.6,No,0,1,0,27/04/2024,27/04/2024,2024-04-27 00:00:00+00:00,2024-04-27 00:00:00+00:00,2024-04-27 05:30:00+05:30,2024-04-27 05:30:00+05:30,5,5,2,standard,0,5,2
SSN102547,USR7513,22:55:36,23:18:36,action,smart tv,Basic,Germany,25,20,0.98,1,595,3.6,Yes,2,1,1,25/04/2024,25/04/2024,2024-04-25 00:00:00+00:00,2024-04-25 00:00:00+00:00,2024-04-25 02:00:00+02:00,2024-04-25 02:00:00+02:00,2,2,0,basic,0,4,0
SSN102548,USR1635,08:15:24,09:28:24,horror,game console,Premium,Brazil,73,72,1,1,358,3.4,No,2,0,0,19/02/2024,19/02/2024,2024-02-19 00:00:00+00:00,2024-02-19 00:00:00+00:00,2024-02-18 21:00:00-03:00,2024-02-18 21:00:00-03:00,21,21,0,premium,6,1,1
SSN102549,USR9126,14:49:34,15:19:34,drama,tablet,Basic,Usa,31,26,0.91,2,323,3.4,No,3,7,2,08/04/2024,08/04/2024,2024-04-08 00:00:00+00:00,2024-04-08 00:00:00+00:00,2024-04-07 20:00:00-04:00,2024-04-07 20:00:00-04:00,20,20,0,basic,5,5,0
SSN102550,USR1324,03:58:33,04:43:33,animation,game console,Basic,Germany,42,44,0.99,0,368,4.3,No,0,1,2,15/05/2024,15/05/2024,2024-05-15 00:00:00+00:00,2024-05-15 00:00:00+00:00,2024-05-15 02:00:00+02:00,2024-05-15 02:00:00+02:00,2,2,2,basic,1,1,0
SSN102551,USR1544,01:37:57,02:53:57,documentary,game console,Standard,Brazil,75,52,0.66,2,555,3,Yes,3,4,1,10/12/2024,10/12/2024,2024-12-10 00:00:00+00:00,2024-12-10 00:00:00+00:00,2024-12-09 21:00:00-03:00,2024-12-09 21:00:00-03:00,21,21,0,standard,4,1,2
SSN102552,USR6353,23:38:46,00:58:46,drama,phone,Premium,Germany,76,64,0.8,1,286,4.4,Yes,1,2,0,09/07/2024,10/07/2024,2024-07-09 00:00:00+00:00,2024-07-10 00:00:00+00:00,2024-07-09 02:00:00+02:00,2024-07-10 02:00:00+02:00,2,2,2,premium,5,3,1
SSN102553,USR6660,09:13:27,09:41:27,romance,game console,Basic,Usa,33,27,1,0,386,3.6,No,1,4,0,06/03/2024,06/03/2024,2024-03-06 00:00:00+00:00,2024-03-06 00:00:00+00:00,2024-03-05 19:00:00-05:00,2024-03-05 19:00:00-05:00,19,19,0,basic,7,1,0
SSN102554,USR2806,09:28:53,10:16:53,comedy,tablet,Basic,United Kingdom,42,43,0.94,1,243,4.5,No,1,3,2,28/11/2024,28/11/2024,2024-11-28 00:00:00+00:00,2024-11-28 00:00:00+00:00,2024-11-28 00:00:00+00:00,2024-11-28 00:00:00+00:00,0,0,2,basic,3,5,0
SSN102555,USR4374,09:49:21,10:50:21,comedy,game console,Standard,Brazil,60,21,0.34,0,386,4.3,No,1,2,2,10/08/2024,10/08/2024,2024-08-10 00:00:00+00:00,2024-08-10 00:00:00+00:00,2024-08-09 21:00:00-03:00,2024-08-09 21:00:00-03:00,21,21,2,standard,3,1,2
SSN102556,USR6538,14:09:27,15:21:27,animation,game console,Basic,Australia,72,64,0.91,1,329,4,No,4,2,0,11/03/2024,11/03/2024,2024-03-11 00:00:00+00:00,2024-03-11 00:00:00+00:00,2024-03-11 11:00:00+11:00,2024-03-11 11:00:00+11:00,11,11,2,basic,1,1,0
SSN102557,USR3513,00:42:18,02:54:18,science fiction,phone,Basic,France,132,130,1,2,243,2.7,Yes,0,4,3,16/01/2024,16/01/2024,2024-01-16 00:00:00+00:00,2024-01-16 00:00:00+00:00,2024-01-16 01:00:00+01:00,2024-01-16 01:00:00+01:00,1,1,3,basic,8,3,0
SSN102558,USR5753,06:26:06,07:56:06,science fiction,tablet,Basic,Usa,90,91,1,1,439,,No,2,2,0,18/08/2024,18/08/2024,2024-08-18 00:00:00+00:00,2024-08-18 00:00:00+00:00,2024-08-17 20:00:00-04:00,2024-08-17 20:00:00-04:00,20,20,2,basic,8,5,0
SSN102559,USR9726,02:35:26,05:30:26,animation,phone,Standard,Australia,172,128,0.74,0,393,4.5,No,1,2,0,27/09/2024,27/09/2024,2024-09-27 00:00:00+00:00,2024-09-27 00:00:00+00:00,2024-09-27 10:00:00+10:00,2024-09-27 10:00:00+10:00,10,10,1,standard,1,3,2
SSN102560,USR2317,13:14:34,13:38:34,comedy,game console,Standard,France,26,3,0.17,0,262,3.8,No,0,3,0,05/05/2024,05/05/2024,2024-05-05 00:00:00+00:00,2024-05-05 00:00:00+00:00,2024-05-05 02:00:00+02:00,2024-05-05 02:00:00+02:00,2,2,0,standard,3,1,2
SSN102561,USR9666,05:34:12,08:18:12,science fiction,tablet,Basic,Australia,166,106,0.66,2,338,4.1,No,1,5,0,19/08/2024,19/08/2024,2024-08-19 00:00:00+00:00,2024-08-19 00:00:00+00:00,2024-08-19 10:00:00+10:00,2024-08-19 10:00:00+10:00,10,10,1,basic,8,5,0
SSN102562,USR9210,09:28:15,11:33:15,horror,game console,Standard,India,127,103,0.81,2,261,3.1,No,1,1,1,14/12/2024,14/12/2024,2024-12-14 00:00:00+00:00,2024-12-14 00:00:00+00:00,2024-12-14 05:30:00+05:30,2024-12-14 05:30:00+05:30,5,5,3,standard,6,1,2
SSN102563,USR6709,14:18:31,17:13:31,action,smart tv,Basic,Brazil,175,79,0.47,3,503,3,No,0,2,0,18/05/2024,18/05/2024,2024-05-18 00:00:00+00:00,2024-05-18 00:00:00+00:00,2024-05-17 21:00:00-03:00,2024-05-17 21:00:00-03:00,21,21,3,basic,0,4,0
